item_id,Object Key,URL
0229af965504092d1063e4975313d23a,shortVideos/0229af965504092d1063e4975313d23a.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/0229af965504092d1063e4975313d23a.mp4
031906b7266b6f944e56346b77cf8040,shortVideos/031906b7266b6f944e56346b77cf8040.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/031906b7266b6f944e56346b77cf8040.mp4
035c49f2ca42bb0fbd8555782c1873d2,shortVideos/035c49f2ca42bb0fbd8555782c1873d2.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/035c49f2ca42bb0fbd8555782c1873d2.mp4
073816f058c4a39b6ba60b9585fc320e,shortVideos/073816f058c4a39b6ba60b9585fc320e.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/073816f058c4a39b6ba60b9585fc320e.mp4
0763f85a91ebec448114a40707c16e43,shortVideos/0763f85a91ebec448114a40707c16e43.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/0763f85a91ebec448114a40707c16e43.mp4
076bb9628c8bd416f481a363d10b84a0,shortVideos/076bb9628c8bd416f481a363d10b84a0.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/076bb9628c8bd416f481a363d10b84a0.mp4
086b999c965e7d784a7cc7dee3187406,shortVideos/086b999c965e7d784a7cc7dee3187406.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/086b999c965e7d784a7cc7dee3187406.mp4
0c99b8c114fb8979021c3484b8a1f4d7,shortVideos/0c99b8c114fb8979021c3484b8a1f4d7.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/0c99b8c114fb8979021c3484b8a1f4d7.mp4
0dde45f98279700aa649783b45c391c0,shortVideos/0dde45f98279700aa649783b45c391c0.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/0dde45f98279700aa649783b45c391c0.mp4
0efb5672a1c7e9e0683f31a97eec0bc8,shortVideos/0efb5672a1c7e9e0683f31a97eec0bc8.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/0efb5672a1c7e9e0683f31a97eec0bc8.mp4
0f936a6c54d3e6126ddfe89056d4b35e,shortVideos/0f936a6c54d3e6126ddfe89056d4b35e.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/0f936a6c54d3e6126ddfe89056d4b35e.mp4
112d2f0dbb28661cc87e6047a2e3d4ae,shortVideos/112d2f0dbb28661cc87e6047a2e3d4ae.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/112d2f0dbb28661cc87e6047a2e3d4ae.mp4
17f6ecc4d6505aa071d1e310e8c195e7,shortVideos/17f6ecc4d6505aa071d1e310e8c195e7.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/17f6ecc4d6505aa071d1e310e8c195e7.mp4
1818e44ced0eeaa5676393aa4ce97a91,shortVideos/1818e44ced0eeaa5676393aa4ce97a91.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/1818e44ced0eeaa5676393aa4ce97a91.mp4
1931bf56b1abc1a9f601b8ba5957fb70,shortVideos/1931bf56b1abc1a9f601b8ba5957fb70.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/1931bf56b1abc1a9f601b8ba5957fb70.mp4
1ae8e0c1c81097568950ffb384acd729,shortVideos/1ae8e0c1c81097568950ffb384acd729.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/1ae8e0c1c81097568950ffb384acd729.mp4
1c001092a3b5105d4be173d3a58f5305,shortVideos/1c001092a3b5105d4be173d3a58f5305.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/1c001092a3b5105d4be173d3a58f5305.mp4
1c80ab421aaf309cbad642147b4112b5,shortVideos/1c80ab421aaf309cbad642147b4112b5.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/1c80ab421aaf309cbad642147b4112b5.mp4
1dfa0473b8b473a25018d8eb655bbe89,shortVideos/1dfa0473b8b473a25018d8eb655bbe89.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/1dfa0473b8b473a25018d8eb655bbe89.mp4
1f4e2dbcf7efc39d4e9d2bcdfafaac9a,shortVideos/1f4e2dbcf7efc39d4e9d2bcdfafaac9a.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/1f4e2dbcf7efc39d4e9d2bcdfafaac9a.mp4
23070d03a2b374b078414bf73666a4df,shortVideos/23070d03a2b374b078414bf73666a4df.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/23070d03a2b374b078414bf73666a4df.mp4
25abefbafeaf09adb4ceae8ef1a1b47c,shortVideos/25abefbafeaf09adb4ceae8ef1a1b47c.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/25abefbafeaf09adb4ceae8ef1a1b47c.mp4
26568621ecebca2a253a7010f528abf5,shortVideos/26568621ecebca2a253a7010f528abf5.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/26568621ecebca2a253a7010f528abf5.mp4
26cbcb970c9963d063f7d587fe7ff5a9,shortVideos/26cbcb970c9963d063f7d587fe7ff5a9.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/26cbcb970c9963d063f7d587fe7ff5a9.mp4
2802905a1f87e08e96ad94f9ccb403e6,shortVideos/2802905a1f87e08e96ad94f9ccb403e6.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/2802905a1f87e08e96ad94f9ccb403e6.mp4
2e629f43d2d86f74594943c801ad0967,shortVideos/2e629f43d2d86f74594943c801ad0967.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/2e629f43d2d86f74594943c801ad0967.mp4
321f890fd8918406fd42d8ad0affd760,shortVideos/321f890fd8918406fd42d8ad0affd760.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/321f890fd8918406fd42d8ad0affd760.mp4
33792a625e1174377fc689bdfdb4b5fd,shortVideos/33792a625e1174377fc689bdfdb4b5fd.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/33792a625e1174377fc689bdfdb4b5fd.mp4
3edd04aca20f6d877dda04e7437376d6,shortVideos/3edd04aca20f6d877dda04e7437376d6.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/3edd04aca20f6d877dda04e7437376d6.mp4
3eefb39a416b942cc89fba599fdb2f5c,shortVideos/3eefb39a416b942cc89fba599fdb2f5c.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/3eefb39a416b942cc89fba599fdb2f5c.mp4
3f44d737119484cb06dc8074cfd6ba99,shortVideos/3f44d737119484cb06dc8074cfd6ba99.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/3f44d737119484cb06dc8074cfd6ba99.mp4
40fc2e98607e6b6448693cfa448f909b,shortVideos/40fc2e98607e6b6448693cfa448f909b.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/40fc2e98607e6b6448693cfa448f909b.mp4
41043c99690411d492b458f7c58de15e,shortVideos/41043c99690411d492b458f7c58de15e.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/41043c99690411d492b458f7c58de15e.mp4
42d148a049f2d03982e4ecf97141bb36,shortVideos/42d148a049f2d03982e4ecf97141bb36.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/42d148a049f2d03982e4ecf97141bb36.mp4
4931b8031515d7854f09c1397a64e4a5,shortVideos/4931b8031515d7854f09c1397a64e4a5.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/4931b8031515d7854f09c1397a64e4a5.mp4
4a5f2f2b10912d0c693da318cdffd636,shortVideos/4a5f2f2b10912d0c693da318cdffd636.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/4a5f2f2b10912d0c693da318cdffd636.mp4
4b40d87c36793bbf370868135e1a9907,shortVideos/4b40d87c36793bbf370868135e1a9907.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/4b40d87c36793bbf370868135e1a9907.mp4
4dd3e9ed228b95473d6488cb334687f0,shortVideos/4dd3e9ed228b95473d6488cb334687f0.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/4dd3e9ed228b95473d6488cb334687f0.mp4
4f7227811e38795b8398c3a86d49c4d3,shortVideos/4f7227811e38795b8398c3a86d49c4d3.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/4f7227811e38795b8398c3a86d49c4d3.mp4
4fcb85284a95d362e473229eb13801fb,shortVideos/4fcb85284a95d362e473229eb13801fb.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/4fcb85284a95d362e473229eb13801fb.mp4
556a98f671cca7d7200edebdfa8f5bef,shortVideos/556a98f671cca7d7200edebdfa8f5bef.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/556a98f671cca7d7200edebdfa8f5bef.mp4
568f4def7c41a6d4601cdb0c932a5179,shortVideos/568f4def7c41a6d4601cdb0c932a5179.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/568f4def7c41a6d4601cdb0c932a5179.mp4
58bc3d846d19efd6587385e4cd5b4eb0,shortVideos/58bc3d846d19efd6587385e4cd5b4eb0.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/58bc3d846d19efd6587385e4cd5b4eb0.mp4
58d5743b213dcef8a3d931217ac1c687,shortVideos/58d5743b213dcef8a3d931217ac1c687.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/58d5743b213dcef8a3d931217ac1c687.mp4
5eb362c642ec48ee7eeacb81542f3fe6,shortVideos/5eb362c642ec48ee7eeacb81542f3fe6.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/5eb362c642ec48ee7eeacb81542f3fe6.mp4
5ec49f54d3089724430af77293f553ff,shortVideos/5ec49f54d3089724430af77293f553ff.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/5ec49f54d3089724430af77293f553ff.mp4
60d966598e7adf8879a741ab986386bb,shortVideos/60d966598e7adf8879a741ab986386bb.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/60d966598e7adf8879a741ab986386bb.mp4
6592abd8be01e1646c433e604f5be5f7,shortVideos/6592abd8be01e1646c433e604f5be5f7.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/6592abd8be01e1646c433e604f5be5f7.mp4
663dfd0f6bb929532c0649e32a73df1a,shortVideos/663dfd0f6bb929532c0649e32a73df1a.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/663dfd0f6bb929532c0649e32a73df1a.mp4
67284fd5bb784761b47c66ef222fa3a7,shortVideos/67284fd5bb784761b47c66ef222fa3a7.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/67284fd5bb784761b47c66ef222fa3a7.mp4
68f4218c8f7db41b9874fe022405a354,shortVideos/68f4218c8f7db41b9874fe022405a354.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/68f4218c8f7db41b9874fe022405a354.mp4
6c3513e573b43011cf2414f6da4e5b84,shortVideos/6c3513e573b43011cf2414f6da4e5b84.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/6c3513e573b43011cf2414f6da4e5b84.mp4
6e0e010dee526f9d7aab46b2e4682a9f,shortVideos/6e0e010dee526f9d7aab46b2e4682a9f.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/6e0e010dee526f9d7aab46b2e4682a9f.mp4
6e899157d4fef025e398888b5bc3d378,shortVideos/6e899157d4fef025e398888b5bc3d378.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/6e899157d4fef025e398888b5bc3d378.mp4
7013dbfa66729f6fbe236a205bb1d891,shortVideos/7013dbfa66729f6fbe236a205bb1d891.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/7013dbfa66729f6fbe236a205bb1d891.mp4
70abe2f0fddd9d6c6edf601b522ced2e,shortVideos/70abe2f0fddd9d6c6edf601b522ced2e.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/70abe2f0fddd9d6c6edf601b522ced2e.mp4
70ca3b97f22088ee6bc4bc22e734ab79,shortVideos/70ca3b97f22088ee6bc4bc22e734ab79.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/70ca3b97f22088ee6bc4bc22e734ab79.mp4
7684dde2e9f0bafb40799362084a9bf5,shortVideos/7684dde2e9f0bafb40799362084a9bf5.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/7684dde2e9f0bafb40799362084a9bf5.mp4
79d00fee3b1572fc49818ce2f9ac859f,shortVideos/79d00fee3b1572fc49818ce2f9ac859f.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/79d00fee3b1572fc49818ce2f9ac859f.mp4
7bdd38c702f5448926fcd6cc6c305d76,shortVideos/7bdd38c702f5448926fcd6cc6c305d76.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/7bdd38c702f5448926fcd6cc6c305d76.mp4
7cbe8001605e39226a03bd7e715e0f5b,shortVideos/7cbe8001605e39226a03bd7e715e0f5b.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/7cbe8001605e39226a03bd7e715e0f5b.mp4
823dad9c9f6b1e76d993661cddb64115,shortVideos/823dad9c9f6b1e76d993661cddb64115.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/823dad9c9f6b1e76d993661cddb64115.mp4
8314b8d54265ee994dfb3a19e52d8b6c,shortVideos/8314b8d54265ee994dfb3a19e52d8b6c.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/8314b8d54265ee994dfb3a19e52d8b6c.mp4
864f69ce13deace55f5dda5c71d4e8a3,shortVideos/864f69ce13deace55f5dda5c71d4e8a3.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/864f69ce13deace55f5dda5c71d4e8a3.mp4
86924b031e7278789e782b6711770fdc,shortVideos/86924b031e7278789e782b6711770fdc.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/86924b031e7278789e782b6711770fdc.mp4
87f12ca50be64c5f8f837407842cdbaf,shortVideos/87f12ca50be64c5f8f837407842cdbaf.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/87f12ca50be64c5f8f837407842cdbaf.mp4
8936892d9f8c3a986ae5cf1270ff0196,shortVideos/8936892d9f8c3a986ae5cf1270ff0196.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/8936892d9f8c3a986ae5cf1270ff0196.mp4
89e8ec8a19d882b8edf04d291ff78f90,shortVideos/89e8ec8a19d882b8edf04d291ff78f90.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/89e8ec8a19d882b8edf04d291ff78f90.mp4
8aba168c453addbc11b39e9c1fb8378e,shortVideos/8aba168c453addbc11b39e9c1fb8378e.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/8aba168c453addbc11b39e9c1fb8378e.mp4
8c000918cb99dc5f2f011464a09c94d4,shortVideos/8c000918cb99dc5f2f011464a09c94d4.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/8c000918cb99dc5f2f011464a09c94d4.mp4
901c7be5c5b2668c55092ab70b5a29c2,shortVideos/901c7be5c5b2668c55092ab70b5a29c2.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/901c7be5c5b2668c55092ab70b5a29c2.mp4
924bbced65b0d52be7a3321c4178be6d,shortVideos/924bbced65b0d52be7a3321c4178be6d.mp4,https://tezda-images.s3.amazonaws.com/shortVideos/924bbced65b0d52be7a3321c4178be6d.mp4
