sno,item_id,genres,childlabel,creation_timestamp
1,6e0e010dee526f9d7aab46b2e4682a9f,"Outdoors,Food,Meat,Bread,Pancake,Cooking,Person,Adult,Male","nature,outdoors,food,food presentation,meal,meat,mutton,pork,person,human,plate,sport,sports,bread,crepe,pancake,cooking,boiling,frying,adult,male,man",1705566242
2,b8b3ce3b74093f68faa156731b941a10,"Person,Body Part,Head,Adult,Male,Face,Food,Weapon,Blade,Cooking,Female,Wedding,Woman,Cookware,Performer,Clothing,Outdoors","adult,arm,body part,face,head,male,man,person,human,sad,worried,food,produce,blade,knife,weapon,weaponry,food presentation,cooking oil,baby,cooking,sauteing,boiling,hand,bride,female,wedding,woman,sprinkling,cooking pan,cookware,egg,performer,solo performance,clothing,apparel,sleeve,eating,sport,sports,nature,outdoors",1705566353
3,3eefb39a416b942cc89fba599fdb2f5c,"Nature,Outdoors,Land,Plant,Tree,Vegetation,Path,Person,Adult,Male,Female,Woodland,Wedding,Woman,Architecture,Building,Housing,House","land,nature,outdoors,path,plant,rainforest,trail,tree,vegetation,woodland,forest,adult,male,man,person,human,female,woman,ditch,jungle,scenery,boy,child,kid,grove,head,moss,architecture,bride,building,house,housing,staircase,walkway,wedding",1705566426
4,9c548e70860e94fcaf54d2758c0ba29a,"Plant,Field,Nature,Outdoors,Person,Adult,Male,Countryside","field,grass,grassland,land,male,nature,outdoors,person,human,plant,scenery,sky,sunlight,vegetation,adult,head,man,landscape,agriculture,countryside,advertisement,summer,boy,child,kid,green",1705566475
5,26cbcb970c9963d063f7d587fe7ff5a9,"Outdoors,Nature,Water,Person,Adult,Female,Land,Plant,Tree,Vegetation,Woodland,Art,Pool,Architecture,Building,Male","nature,outdoors,person,human,scenery,water,waterfall,adult,female,woman,sea,ocean,snow,waterfront,art,grove,land,landscape,painting,plant,pool,swimming pool,tree,vegetation,woodland,forest,architecture,building,shelter,male,man,road,weather",1705566568
6,1931bf56b1abc1a9f601b8ba5957fb70,"Outdoors,Nature,Water,Plant","nature,outdoors,scenery,water,landmark,plant,pond,tree,land",1705566617
7,076bb9628c8bd416f481a363d10b84a0,"Outdoors,Nature,Sky,Plant,Road,Person,Adult,Male,Architecture,Building,Urban,Housing,House","nature,outdoors,plant,sky,sunrise,sunset,dusk,dawn,red sky,tree,scenery,landscape,sunlight,vegetation,road,tarmac,asphalt,cloud,horizon,adult,male,man,person,human,head,architecture,building,city,town,cityscape,neighborhood,urban,house,housing,shelter,villa,countryside",1705566699
8,fc51ec638fad4a4f2346b2b8c3fb9a1c,"Architecture,Nature,Outdoors,Building,Plant,Vegetation,Hotel","architecture,building,garden,hotel,jungle,nature,outdoors,plant,resort,scenery,vegetation,water,rain,landscape",1705566757
9,cea477054ab26d3e85468347d2b339da,"Architecture,Nature,Outdoors,Building,Plant,Vegetation,Hotel","architecture,building,garden,hotel,jungle,nature,outdoors,plant,resort,scenery,vegetation,water,rain,landscape",1705566986
10,663dfd0f6bb929532c0649e32a73df1a,"Person,Head,Adult,Male,Female,Food,Cooking","adult,face,female,head,male,man,person,human,woman,food,bread,cooking,boy,child,kid,stirring food",1705567055
11,e89ef1a169442cd3fd97768f8b7eca85,"Person,Head,Adult,Male,Female,Food,Cooking","adult,face,female,head,male,man,person,human,woman,food,bread,cooking,boy,child,kid,stirring food",1705567146
12,26568621ecebca2a253a7010f528abf5,"Cookware,Food,Pot,Meat,Person,Cutlery","ball,cooking pot,cookware,food,pot,sport,sports,food presentation,meal,person,human,meat,mutton,pizza,adult,head,male,cutlery,fork",1705567229
13,41043c99690411d492b458f7c58de15e,"Person,Festival,Head,Female,Christmas,Male,Adult","baby,child,kid,christmas,face,female,festival,girl,head,person,human,santa claus,christmas decorations,boy,male,adult,woman",1705567298
14,c5a8744185a281978d31c1575232614c,"Person,Leisure Activities,Head,Female,Adult,Face,Happy,Dessert,Food,Cream,Clothing,Male,Body Part,Hand","adult,child,kid,dancing,dance,face,female,girl,head,leisure activities,recreation,person,human,woman,celebrating,happy,smile,cream,creme,dessert,food,ice cream,male,laughing,laugh,clothing,apparel,pants,people,photography,photo,body part,boy,hand,holding hands,man,teen",1705567360
15,93eca6b49eb656f26536572e588be8ff,"Body Part,Person,Hand,Transportation,Adult,Male,Vehicle,Outdoors,Electronics,Phone,Car,Sports Car,Coupe,Accessories","accessories,accessory,arm,body part,hand,person,human,wrist,transportation,vehicle,adult,male,man,motorcycle,outdoors,nature,water,clothing,apparel,electronics,mobile phone,cell phone,phone,head,finger,car,automobile,coupe,mustang,sports car,goggles,helmet,sport,sports,boy,teen,fallen person",1705567446
16,8314b8d54265ee994dfb3a19e52d8b6c,"Person,Adult,Male,Female,Transportation,Vehicle,Head,Car","adult,female,head,light,male,man,person,human,woman,transportation,vehicle,license plate,sticker,boy,child,kid,face,outdoors,car,automobile,car show,sports car",1705567501
17,70ca3b97f22088ee6bc4bc22e734ab79,"Person,Transportation,Vehicle,Adult,Male,Head,Car,Face,Performer,Clothing,Happy,Footwear,Shoe,Indoors,Electrical Device,Body Part,Hand,Electronics,Phone,Sports Car,Machine,Accessories","adult,car,automobile,head,male,man,person,human,transportation,vehicle,face,ball,car wash,sport,sports,happy,performer,solo performance,clothing,apparel,footwear,laughing,laugh,shoe,sneaker,license plate,garage,indoors,crowd,electrical device,microphone,body part,electronics,finger,hand,mobile phone,cell phone,phone,accessories,accessory,bumper,coupe,sports car,machine,wheel,baby,sunglasses",1705567579
18,79d00fee3b1572fc49818ce2f9ac859f,"Person,Transportation,Vehicle,Head,Adult,Male,Female,Bus","adult,driving,face,head,male,man,person,human,transportation,vehicle,female,woman,romantic,boy,child,kid,fighting,bus,tour bus,leisure activities,recreation,people",1705567669
19,086b999c965e7d784a7cc7dee3187406,"Person,Transportation,Vehicle,Head,Adult,Male,Female,Bus","adult,driving,face,head,male,man,person,human,transportation,vehicle,female,woman,romantic,boy,child,kid,fighting,bus,tour bus,leisure activities,recreation,people",1705567753
20,60d966598e7adf8879a741ab986386bb,"Animal,Mammal,Pet,Person,Head,Face,Indoors","animal,cat,furniture,mammal,pet,baby,person,human,balloon,face,head,happy,indoors,interior design",1705567826
21,17f6ecc4d6505aa071d1e310e8c195e7,"Person,Animal,Adult,Male,Bird,Parrot,Female,Plant,Wedding,Woman","adult,animal,bird,female,head,male,man,parakeet,parrot,person,human,woman,boy,child,kid,zoo,plant,vegetation,bride,wedding,sport,sports",1705568325
22,23070d03a2b374b078414bf73666a4df,"Person,Animal,Adult,Male,Bird,Parrot,Female,Plant,Wedding,Woman","adult,animal,bird,female,head,male,man,parakeet,parrot,person,human,woman,boy,child,kid,zoo,plant,vegetation,bride,wedding,sport,sports",1705568418
23,4b40d87c36793bbf370868135e1a9907,"Animal,Mammal,Canine,Pet,Dog,Indoors,Male,Person,Adult","animal,canine,dog,golden retriever,mammal,pet,indoors,interior design,puppy,boy,child,kid,male,person,human,box,head,adult,man",1705568514
24,c2a9bb601fd2f559f67db470202fdd1a,"Animal,Mammal,Canine,Pet,Indoors,Plant,Person,Adult,Male,Weapon,Food,Dog,Dessert,Cream,Clothing,Vest,Female","animal,canine,dog,indoors,interior design,mammal,pet,plant,potted plant,adult,blanket,furniture,head,male,man,person,human,bathing,mace club,weapon,weaponry,bowl,food,food presentation,cat,photo frame,eskimo dog,cream,creme,dessert,ice cream,clothing,apparel,lifejacket,vest,female,woman",1705568576
25,be5a7b7ca77f8e0de9fe5a12479ef45d,"Person,Animal,Mammal,Canine,Pet,Head,Clothing,Dog,Adult,Male,Hat,Female,Face,Food,Indoors","adult,animal,canine,clothing,apparel,dog,face,hat,head,hound,male,mammal,man,person,human,pet,puppy,cap,female,woman,happy,food,food presentation,indoors,interior design",1705568668
26,58d5743b213dcef8a3d931217ac1c687,"Person,Animal,Mammal,Canine,Dog,Pet,Adult,Female,Male,Head","adult,animal,canine,dalmatian,dog,female,mammal,person,human,pet,woman,male,baby,head,indoors,man,face,cat",1705568768
27,3f44d737119484cb06dc8074cfd6ba99,"Person,Male,Adult,Sport,Football,Head,Face,Electronics,Hardware,Happy,Computer Hardware,Screen,Floor,Wood,Indoors,Female,Wedding,Woman,Hardwood,Performer,Animal,Mammal,Pet,Cat","adult,boy,child,kid,head,male,man,person,human,ball,football,sliding,soccer,sport,sports,face,happy,computer hardware,electronics,hardware,laughing,laugh,monitor,display,digital display,lcd screen,screen,floor,flooring,hardwood,indoors,interior design,wood,bride,female,wedding,woman,stained wood,performer,solo performance,crawling,animal,baby,cat,kitten,mammal,pet",1705568844
28,b6151a57fd74de9ee3bd0ca09bb82b45,"Person,Animal,Mammal,Canine,Pet,Performer,Dog,Food,Adult,Male,Female","animal,baby,canine,mammal,person,human,pet,dog,performer,solo performance,puppy,food,food presentation,adult,male,man,head,female,woman",1705568953
29,0dde45f98279700aa649783b45c391c0,"Person,Animal,Bird,Food,Adult,Female,Wedding,Woman,Waterfowl,Male,Beverage,Alcohol","adult,animal,baby,beak,bird,duck,female,food,food presentation,head,person,human,woman,bride,seagull,waterfowl,wedding,male,man,penguin,mammal,wildlife,alcohol,beverage,drink,cocktail",1705569031
30,40fc2e98607e6b6448693cfa448f909b,"Animal,Mammal,Pet,Head,Person,Indoors,Cat,Adult,Female,Male,Face","animal,cat,face,head,indoors,interior design,kitten,mammal,person,human,pet,adult,baby,female,woman,angora,male,man,happy",1705569107
31,0efb5672a1c7e9e0683f31a97eec0bc8,"Animal,Mammal,Canine,Pet,Dog,Male,Person,Head,Clothing,Indoors","animal,canine,dog,golden retriever,mammal,pet,boy,clothing,apparel,face,head,male,person,human,sleeve,t-shirt,teen,hound,indoors,interior design",1705569173
32,1c001092a3b5105d4be173d3a58f5305,"Person,Animal,Mammal,Pet,Cat,Adult,Female,Wedding,Woman,Indoors,Fish,Sea Life,Water","animal,baby,head,person,human,pet,adult,cat,mammal,angora,kitten,bride,female,wedding,woman,sphere,canine,indoors,interior design,aquarium,fish,sea life,water,jar",1705569243
33,df382b18cef70d0c92131e4cf69efd0c,"Person,Head,Female,Clothing,Adult,Male,Face,Happy,Wedding,Woman","adult,celebrating,child,kid,clothing,apparel,face,female,girl,head,pants,person,human,woman,male,man,happy,wedding,boy,smile,dress,people,teen,bride",1705569317
34,c09e8de2336177e58550a133004dedbc,"Person,Head,Performer,Adult,Female,Face,Indoors,Happy,Cake,Cream,Dessert,Food","adult,face,female,head,people,performer,person,human,solo performance,woman,happy,indoors,interior design,smile,laughing,laugh,urban,birthday cake,cake,cream,creme,dessert,food",1705569390
35,7cbe8001605e39226a03bd7e715e0f5b,"Person,Festival,Christmas,Christmas Decorations,Christmas Tree,Head,Adult,Female","adult,christmas,christmas decorations,christmas tree,christmas tree ornaments,face,female,festival,head,person,human,woman",1705569488
36,db85c0fbb319209616e48467f5add57a,"Person,Festival,Christmas,Christmas Decorations,Christmas Tree,Head,Adult,Female","adult,christmas,christmas decorations,christmas tree,christmas tree ornaments,face,female,festival,head,person,human,woman",1705569538
37,c59e9cfffc0cba73c9673131ac270009,"Person,Festival,Christmas,Christmas Decorations,Adult,Male,Female,Wedding,Woman,Christmas Tree,Symbol,Head","light,outdoors,tunnel,path,purple,adult,christmas,christmas decorations,christmas tree,female,festival,male,man,person,human,woman,bride,christmas tree ornaments,wedding,cross,symbol,head,face",1705569591
38,0763f85a91ebec448114a40707c16e43,"Person,Head,Indoors,Plant,Adult,Female,Device,Electrical Device,Appliance,Clothing,Jar,Potted Plant,Pottery,Vase,Window","adult,face,female,head,indoors,interior design,person,human,plant,potted plant,woman,appliance,device,electrical device,washer,dryer,kitchen,clothing,apparel,home decor,shorts,laundry,refrigerator,jar,leaf,planter,pottery,vase,window,windowsill",1705621785
39,031906b7266b6f944e56346b77cf8040,"Person,Architecture,Building,Furniture,Indoors,Transportation,Vehicle,Head","airport,indoors,people,person,human,terminal,head,architecture,building,furniture,lounge,city,town,motorcycle,transportation,vehicle,face",1705622527
40,da38d92c37bdcd3c727fc22b2fd42d88,"Person,Architecture,Building,Furniture,Indoors,Transportation,Vehicle,Head","airport,indoors,people,person,human,terminal,head,architecture,building,furniture,lounge,city,town,motorcycle,transportation,vehicle,face",1705623026
41,89e8ec8a19d882b8edf04d291ff78f90,"Person,Electronics,Hardware,Computer,Computer Hardware,Screen,Adult,Female,Male,Head","adult,computer,computer hardware,computer keyboard,electronics,female,hardware,monitor,display,digital display,lcd screen,person,human,screen,woman,head,male,man,face,laboratory",1705623104
42,5ec49f54d3089724430af77293f553ff,"Person,Transportation,Vehicle,Architecture,Building,Furniture,Indoors","airport,head,indoors,motorcycle,people,person,human,terminal,transportation,vehicle,architecture,building,furniture,lounge",1705623743
43,92c3983c0d41372eaffde86c17d5582b,"Outdoors,Water,Pool,Architecture","aerial view,outdoors,pool,swimming pool,water,architecture,building,person,human",1705624134
44,901c7be5c5b2668c55092ab70b5a29c2,"Person,Architecture,Building,Furniture,Indoors,Transportation,Vehicle,Head","airport,indoors,people,person,human,terminal,head,architecture,building,furniture,lounge,city,town,motorcycle,transportation,vehicle,face",1705624290
45,e93bd12bd175a917df345cc1aa111440,"Body Part,Hand,Person,Clothing,Food","test tube,body part,finger,hand,person,human,clothing,apparel,glove,baby,food,food presentation",1705624475
46,33792a625e1174377fc689bdfdb4b5fd,"Body Part,Hand,Person,Clothing,Food","test tube,body part,finger,hand,person,human,clothing,apparel,glove,baby,food,food presentation",1705625208
47,67284fd5bb784761b47c66ef222fa3a7,"Person,Electronics,Hardware,Computer,Computer Hardware,Screen,Adult,Female,Male,Head","adult,computer,computer hardware,computer keyboard,electronics,female,hardware,monitor,display,digital display,lcd screen,person,human,screen,woman,head,male,man,face,laboratory",1705625571
48,ff587b166432a459a3486771f50b3641,"Person,Architecture,Building,Furniture,Indoors,Transportation,Vehicle,Head","airport,indoors,people,person,human,terminal,head,architecture,building,furniture,lounge,city,town,motorcycle,transportation,vehicle,face",1705626366
49,0229af965504092d1063e4975313d23a,"Architecture,Building,Factory,Box,Cardboard,Carton,Package,Person","architecture,building,factory,manufacturing,box,cardboard,carton,package,package delivery,person,human",1705629500
50,b794b1fbe37375428a0d1a64c0a3b072,"Person,Clothing,Adult,Male","adult,clothing,apparel,glove,laboratory,male,man,person,human",1705629831
51,dbcdea131eadb3f303e12491eb7ab4bd,"Person,Transportation,Vehicle,Architecture,Building,Furniture,Indoors","airport,head,indoors,motorcycle,people,person,human,terminal,transportation,vehicle,architecture,building,furniture,lounge",1705630146
52,cefb1cb3010e41df8cf67b3d344dfa09,"Architecture,Building,Factory,Box,Cardboard,Carton,Package,Person","architecture,building,factory,manufacturing,box,cardboard,carton,package,package delivery,person,human",1705631883
53,9827e08db5f1f52c92a5700a27721b14,"Architecture,Building,Factory,Box,Cardboard,Carton,Package,Person","architecture,building,factory,manufacturing,box,cardboard,carton,package,package delivery,person,human",1705631889
54,defe08ff84becc2e793d335ab7cc3a4f,"Body Part,Hand,Person,Clothing,Food","test tube,body part,finger,hand,person,human,clothing,apparel,glove,baby,food,food presentation",1705632204
55,c992fe6fa6e8f4f304df69a2fae4cb08,"Person,Electronics,Hardware,Computer,Computer Hardware,Screen,Adult,Female,Male,Head","adult,computer,computer hardware,computer keyboard,electronics,female,hardware,monitor,display,digital display,lcd screen,person,human,screen,woman,head,male,man,face,laboratory",1705632957
56,321f890fd8918406fd42d8ad0affd760,"Body Part,Hand,Person,Clothing,Food","test tube,body part,finger,hand,person,human,clothing,apparel,glove,baby,food,food presentation",1705634940
57,9c39aead9c4e3bfaa7998ae20ffcee0f,"Architecture,Building,Factory,Box,Cardboard,Carton,Package,Person","architecture,building,factory,manufacturing,box,cardboard,carton,package,package delivery,person,human",1705635247
58,568f4def7c41a6d4601cdb0c932a5179,"Person,Head,Indoors,Plant,Adult,Female,Device,Electrical Device,Appliance,Clothing,Jar,Potted Plant,Pottery,Vase,Window","adult,face,female,head,indoors,interior design,person,human,plant,potted plant,woman,appliance,device,electrical device,washer,dryer,kitchen,clothing,apparel,home decor,shorts,laundry,refrigerator,jar,leaf,planter,pottery,vase,window,windowsill",1705635745
59,b6a46b96d960d9a6e95a83228da79526,"Person,Head,Indoors,Plant,Adult,Female,Device,Electrical Device,Appliance,Clothing,Jar,Potted Plant,Pottery,Vase,Window","adult,face,female,head,indoors,interior design,person,human,plant,potted plant,woman,appliance,device,electrical device,washer,dryer,kitchen,clothing,apparel,home decor,shorts,laundry,refrigerator,jar,leaf,planter,pottery,vase,window,windowsill",1705635920
60,f2b42237ed566bf3baeceda6b879dd4d,"Person,Head,Indoors,Plant,Adult,Female,Device,Electrical Device,Appliance,Clothing,Jar,Potted Plant,Pottery,Vase,Window","adult,face,female,head,indoors,interior design,person,human,plant,potted plant,woman,appliance,device,electrical device,washer,dryer,kitchen,clothing,apparel,home decor,shorts,laundry,refrigerator,jar,leaf,planter,pottery,vase,window,windowsill",1705636070
61,4fcb85284a95d362e473229eb13801fb,"Person,Transportation,Vehicle,Architecture,Building,Furniture,Indoors","airport,head,indoors,motorcycle,people,person,human,terminal,transportation,vehicle,architecture,building,furniture,lounge",1705636152
62,0c99b8c114fb8979021c3484b8a1f4d7,"Body Part,Hand,Person,Clothing,Food","test tube,body part,finger,hand,person,human,clothing,apparel,glove,baby,food,food presentation",1705649183
63,cd72fc8151b7ce343299664a4cae0823,"Person,Clothing,Adult,Male","adult,clothing,apparel,glove,laboratory,male,man,person,human",1705649908
64,b5cfad24c11fd4a4a9a640c8ba3f4822,"Person,Clothing,Adult,Male","adult,clothing,apparel,glove,laboratory,male,man,person,human",1705650419
65,924bbced65b0d52be7a3321c4178be6d,"Person,Head,Indoors,Plant,Adult,Female,Device,Electrical Device,Appliance,Clothing,Jar,Potted Plant,Pottery,Vase,Window","adult,face,female,head,indoors,interior design,person,human,plant,potted plant,woman,appliance,device,electrical device,washer,dryer,kitchen,clothing,apparel,home decor,shorts,laundry,refrigerator,jar,leaf,planter,pottery,vase,window,windowsill",1705650840
66,ecf890e409e06086d5ba5a01c96ddc88,"Person,Clothing,Adult,Male","adult,clothing,apparel,glove,laboratory,male,man,person,human",1705652869
67,3edd04aca20f6d877dda04e7437376d6,"Person,Coast,Nature,Outdoors,Sea,Shoreline,Water,Adult,Male,Female","adult,beach,cave,coast,male,man,nature,outdoors,person,human,sea,ocean,shoreline,water,sea waves,aerial view,female,woman",1705653343
